sequence	filename
>HGNC=35280&HUGO-Symbol=MIR1287&HUGO-Name=microRNA_1287&LOCI=[chr10:100154965-100155074:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031619&GENOME=hg19	file588
>HGNC=38350&HUGO-Symbol=MIR4306&HUGO-Name=microRNA_4306&LOCI=[chr13:100295303-100295413:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036191&GENOME=hg19	file333
>HGNC=32534&HUGO-Symbol=MIR542&HUGO-Name=microRNA_542&LOCI=[chrX:133675361-133675477:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030399&GENOME=hg19	file332
>NAME=TRNAAsnGTT&LOCI=[chr1:143690028-143690101:strand=+&chr1:144488843-144488916:strand=-&chr1:144308614-144308687:strand=-&chr1:149608609-149608682:strand=+&chr1:147877537-147877610:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA10-AsnGTT&GENOME=hg19	file331
>HGNC=31771&HUGO-Symbol=MIR330&HUGO-Name=microRNA_330&LOCI=[chr19:46142242-46142355:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029886&GENOME=hg19	file239
>NAME=TRNAProTGG&LOCI=[chr16:3220961-3221031:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA31-ProTGG&GENOME=hg19	file337
>HGNC=31778&HUGO-Symbol=MIR342&HUGO-Name=microRNA_342&LOCI=[chr14:100575982-100576100:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029888&GENOME=hg19	file336
>HGNC=32776&HUGO-Symbol=SNORD111&HUGO-Name=small_nucleolar_RNA,_C/D_box_111&LOCI=[chr16:70571898-70572011:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003079&GENOME=hg19	file335
>HGNC=10240&HUGO-Symbol=SNORD82&HUGO-Name=small_nucleolar_RNA,_C/D_box_82&LOCI=[chr2:232325069-232325163:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_004398&GENOME=hg19	file334
>NAME=TRNAGlnCTG&LOCI=[chr6:27515531-27515602:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA146-GlnCTG&GENOME=hg19	file232
>NAME=TRNAAlaTGC&LOCI=[chr5:180633868-180633939:strand=+&chr12:125406301-125406372:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr5.tRNA8-AlaTGC&GENOME=hg19	file233
>NAME=TRNATyrATA&LOCI=[chr2:219110549-219110641:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA14-TyrATA&GENOME=hg19	file339
>NAME=TRNACysGCA&LOCI=[chr4:124430005-124430076:strand=-&chr17:37310744-37310815:strand=-&chr17:37309987-37310058:strand=-&chr17:37023898-37023969:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr4.tRNA3-CysGCA&GENOME=hg19	file338
>NAME=TRNAValAAC&LOCI=[chr6:27203288-27203360:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA37-ValAAC&GENOME=hg19	file236
>HGNC=38967&HUGO-Symbol=MIR3690&HUGO-Name=microRNA_3690&LOCI=[chrX:1412801-1412895:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037461&GENOME=hg19	file237
>HGNC=31479&HUGO-Symbol=MIRLET7B&HUGO-Name=microRNA_let-7b&LOCI=[chr22:46509556-46509658:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029479&GENOME=hg19	file234
>NAME=TRNAArgCCG&LOCI=[chr16:3200675-3200747:strand=+&chr6:28849165-28849237:strand=+&chr6:28710729-28710801:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA1-ArgCCG&GENOME=hg19	file235
>HGNC=31575&HUGO-Symbol=MIR19B1&HUGO-Name=microRNA_19b-1&LOCI=[chr13:92003436-92003542:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029490&GENOME=hg19	file709
>NAME=TRNAAsnGTT&LOCI=[chr1:17201958-17202031:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA6-AsnGTT&GENOME=hg19	file39
>NAME=TRNAGluTTC&LOCI=[chr2:75124046-75124114:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA6-GluTTC&GENOME=hg19	file38
>NAME=TRNACysGCA&LOCI=[chr15:80036997-80037069:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr15.tRNA3-CysGCA&GENOME=hg19	file31
>NAME=TRNAArgTCT&LOCI=[chr9:131102355-131102445:strand=-&chr11:59318767-59318852:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA3-ArgTCT&GENOME=hg19	file30
>NAME=TRNAThrCGT&LOCI=[chr6:27271568-27271639:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA151-ThrCGT&GENOME=hg19	file33
>HGNC=35277&HUGO-Symbol=MIR1285-1&HUGO-Name=microRNA_1285-1&LOCI=[chr7:91833319-91833422:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031616&GENOME=hg19	file32
>NAME=TRNASerAGA&LOCI=[chr6:27446591-27446672:strand=+&chr6:26327817-26327898:strand=+&chr8:96281885-96281966:strand=-&chr17:8129928-8130009:strand=-&chr6:27463593-27463674:strand=+&chr6:27470818-27470899:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA5-SerAGA&GENOME=hg19	file35
>NAME=TRNACysGCA&LOCI=[chr7:149361915-149361986:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA14-CysGCA&GENOME=hg19	file34
>HGNC=33189&HUGO-Symbol=SNORD3A&HUGO-Name=small_nucleolar_RNA,_C/D_box_3A&LOCI=[chr17:19091319-19091555:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_006880&GENOME=hg19	file37
>NAME=TRNAArgACG&LOCI=[chr14:23398910-23398982:strand=+&chr6:26328368-26328440:strand=+&chr6:26537726-26537798:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA6-ArgACG&GENOME=hg19	file36
>NAME=TRNALysTTT&LOCI=[chr6:27559593-27559665:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA143-LysTTT&GENOME=hg19	file526
>HGNC=32135&HUGO-Symbol=MIR501&HUGO-Name=microRNA_501&LOCI=[chrX:49774320-49774423:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030225&GENOME=hg19	file527
>HGNC=32728&HUGO-Symbol=SNORD67&HUGO-Name=small_nucleolar_RNA,_C/D_box_67&LOCI=[chr11:46783929-46784059:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003056&GENOME=hg19	file524
>HGNC=31542&HUGO-Symbol=MIR155&HUGO-Name=microRNA_155&LOCI=[chr21:26946282-26946366:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030784&GENOME=hg19	file525
>HGNC=38382&HUGO-Symbol=MIR3180-1&HUGO-Name=microRNA_3180-1&LOCI=[chr16:15005067-15005180:strand=+&chr16:16403726-16403833:strand=+&chr16:18496025-18496138:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036141&GENOME=hg19&MERGED=[HGNC=38239&HGNC=38343]	file489
>HGNC=10106&HUGO-Symbol=SNORA63&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_63&LOCI=[chr3:186505078-186505232:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002586&GENOME=hg19	file488
>NAME=TRNAGlyCCC&LOCI=[chr2:70476123-70476193:strand=-&chr16:686736-686806:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA27-GlyCCC&GENOME=hg19	file520
>HGNC=38316&HUGO-Symbol=MIR548U&HUGO-Name=microRNA_548u&LOCI=[chr6:57254920-57255020:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036097&GENOME=hg19	file521
>NAME=TRNALysCTT&LOCI=[chr19:52425396-52425468:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA6-LysCTT&GENOME=hg19	file485
>NAME=TRNAAlaAGC&LOCI=[chr6:28687481-28687552:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA68-AlaAGC&GENOME=hg19	file484
>HGNC=31487&HUGO-Symbol=MIR100&HUGO-Name=microRNA_100&LOCI=[chr11:122022927-122023026:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029515&GENOME=hg19	file487
>NAME=TRNALysTTT&LOCI=[chr19:41748142-41748214:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA9-LysTTT&GENOME=hg19	file486
>NAME=TRNAAlaAGC&LOCI=[chr6:58141877-58141949:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA95-AlaAGC&GENOME=hg19	file481
>NAME=TRNASerGCT&LOCI=[chr6:27265775-27265856:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA43-SerGCT&GENOME=hg19	file480
>NAME=TRNAIleAAT&LOCI=[chr17:8130309-8130382:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA34-IleAAT&GENOME=hg19	file483
>HGNC=41870&HUGO-Symbol=MIR550A3&HUGO-Name=microRNA_550a-3&LOCI=[chr7:29720340-29720454:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039600&GENOME=hg19	file482
>HGNC=38979&HUGO-Symbol=MIR3679&HUGO-Name=microRNA_3679&LOCI=[chr2:134884686-134884773:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037450&GENOME=hg19	file550
>HGNC=38217&HUGO-Symbol=MIR3129&HUGO-Name=microRNA_3129&LOCI=[chr2:189997752-189997847:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036076&GENOME=hg19	file249
>HGNC=32628&HUGO-Symbol=SNORA36A&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_36A&LOCI=[chrX:153996793-153996944:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002969&GENOME=hg19	file248
>HGNC=31571&HUGO-Symbol=MIR199A1&HUGO-Name=microRNA_199a-1&LOCI=[chr19:10928092-10928182:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029586&GENOME=hg19	file247
>HGNC=32817&HUGO-Symbol=MIR561&HUGO-Name=microRNA_561&LOCI=[chr2:189162209-189162325:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030287&GENOME=hg19	file246
>NAME=TRNAIleAAT&LOCI=[chr6:26554350-26554423:strand=+&chr14:102783429-102783502:strand=+&chr6:27205350-27205423:strand=-&chr17:8090911-8090984:strand=+&chr6:27144994-27145067:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA9-IleAAT&GENOME=hg19	file245
>NAME=TRNAGluTTC&LOCI=[chr1:149664355-149664427:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA94-GluTTC&GENOME=hg19	file244
>NAME=TRNATyrGTA&LOCI=[chr6:26595102-26595190:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA17-TyrGTA&GENOME=hg19	file243
>NAME=TRNACysGCA&LOCI=[chr17:37017937-37018008:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA29-CysGCA&GENOME=hg19	file242
>HGNC=31587&HUGO-Symbol=MIR210&HUGO-Name=microRNA_210&LOCI=[chr11:568079-568208:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029623&GENOME=hg19	file241
>HGNC=38258&HUGO-Symbol=MIR1260B&HUGO-Name=microRNA_1260b&LOCI=[chr11:96074592-96074700:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036125&GENOME=hg19	file240
>HGNC=31488&HUGO-Symbol=MIR101-1&HUGO-Name=microRNA_101-1&LOCI=[chr1:65524107-65524201:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029516&GENOME=hg19	file503
>HGNC=10168&HUGO-Symbol=SNORD3B-1&HUGO-Name=small_nucleolar_RNA,_C/D_box_3B-1&LOCI=[chr17:18965215-18965451:strand=+&chr17:18967223-18967459:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003271&GENOME=hg19&MERGED=[HGNC=33190]	file559
>HGNC=32137&HUGO-Symbol=MIR450A2&HUGO-Name=microRNA_450a-2&LOCI=[chrX:133674528-133674647:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030227&GENOME=hg19	file558
>NAME=TRNALysCTT&LOCI=[chr15:79152904-79152976:strand=+&chr14:58706613-58706685:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr15.tRNA2-LysCTT&GENOME=hg19	file144
>NAME=TRNAAspGTC&LOCI=[chr1:161410615-161410686:strand=-&chr6:27447453-27447524:strand=+&chr1:161432824-161432895:strand=-&chr1:161440205-161440276:strand=-&chr1:161418033-161418104:strand=-&chr1:161425414-161425485:strand=-&chr6:27471523-27471594:strand=+&chr12:125424193-125424264:strand=-&chr17:8125556-8125627:strand=-&chr12:125411891-125411962:strand=-&chr12:96429799-96429870:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA4-AspGTC&GENOME=hg19	file145
>HGNC=35347&HUGO-Symbol=MIR1276&HUGO-Name=microRNA_1276&LOCI=[chr15:86313717-86313819:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031682&GENOME=hg19	file146
>HGNC=38913&HUGO-Symbol=MIR23C&HUGO-Name=microRNA_23c&LOCI=[chrX:20035196-20035315:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037414&GENOME=hg19	file147
>NAME=TRNAAlaTGC&LOCI=[chr12:125424512-125424583:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA8-AlaTGC&GENOME=hg19	file140
>HGNC=41881&HUGO-Symbol=MIR2467&HUGO-Name=microRNA_2467&LOCI=[chr2:240273409-240273509:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039948&GENOME=hg19	file141
>HGNC=35367&HUGO-Symbol=MIR1255B2&HUGO-Name=microRNA_1255b-2&LOCI=[chr1:167967888-167967974:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031702&GENOME=hg19	file142
>NAME=TRNALeuTAG&LOCI=[chr17:8023632-8023713:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA42-LeuTAG&GENOME=hg19	file143
>HGNC=31492&HUGO-Symbol=MIR105-1&HUGO-Name=microRNA_105-1&LOCI=[chrX:151560681-151560781:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029521&GENOME=hg19	file791
>HGNC=38927&HUGO-Symbol=MIR3676&HUGO-Name=microRNA_3676&LOCI=[chr17:8090483-8090587:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037447&GENOME=hg19	file790
>HGNC=38330&HUGO-Symbol=MIR3123&HUGO-Name=microRNA_3123&LOCI=[chr1:241295562-241295656:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036069&GENOME=hg19	file418
>NAME=TRNALysTTT&LOCI=[chr11:59327808-59327880:strand=-&chr1:204475655-204475727:strand=+&chr17:8022473-8022545:strand=+&chr6:28918806-28918878:strand=+&chr1:204476158-204476230:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA2-LysTTT&GENOME=hg19	file419
>HGNC=32769&HUGO-Symbol=SNORD105&HUGO-Name=small_nucleolar_RNA,_C/D_box_105&LOCI=[chr19:10218317-10218421:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_004381&GENOME=hg19	file148
>NAME=TRNAProTGG&LOCI=[chr14:21101165-21101236:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA3-ProTGG&GENOME=hg19	file149
>HGNC=32657&HUGO-Symbol=SNORA71D&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_71D&LOCI=[chr20:37062495-37062652:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003018&GENOME=hg19	file797
>NAME=TRNASerCGA&LOCI=[chr12:56584148-56584229:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA2-SerCGA&GENOME=hg19	file796
>HGNC=35285&HUGO-Symbol=MIR548K&HUGO-Name=microRNA_548k&LOCI=[chr11:70130051-70130186:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031624&GENOME=hg19	file822
>HGNC=32915&HUGO-Symbol=MIR659&HUGO-Name=microRNA_659&LOCI=[chr22:38243675-38243791:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030396&GENOME=hg19	file867
>NAME=TRNAAlaTGC&LOCI=[chr11:50233879-50233950:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA18-AlaTGC&GENOME=hg19	file391
>HGNC=31552&HUGO-Symbol=MIR181C&HUGO-Name=microRNA_181c&LOCI=[chr19:13985503-13985632:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029613&GENOME=hg19	file390
>HGNC=32791&HUGO-Symbol=MIR33B&HUGO-Name=microRNA_33b&LOCI=[chr17:17717140-17717255:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030361&GENOME=hg19	file568
>HGNC=41854&HUGO-Symbol=MIR548AI&HUGO-Name=microRNA_548ai&LOCI=[chr6:99572475-99572582:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039672&GENOME=hg19	file665
>NAME=TRNACysGCA&LOCI=[chr7:149007281-149007352:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA5-CysGCA&GENOME=hg19	file664
>HGNC=31586&HUGO-Symbol=MIR21&HUGO-Name=microRNA_21&LOCI=[chr17:57918617-57918708:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029493&GENOME=hg19	file667
>HGNC=33675&HUGO-Symbol=MIR509-3&HUGO-Name=microRNA_509-3&LOCI=[chrX:146341160-146341254:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030629&GENOME=hg19	file569
>HGNC=19273&HUGO-Symbol=RPPH1&HUGO-Name=ribonuclease_P_RNA_component_H1&LOCI=[chr14:20811221-20811580:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002312&GENOME=hg19	file661
>HGNC=38932&HUGO-Symbol=MIR3677&HUGO-Name=microRNA_3677&LOCI=[chr16:2320704-2320783:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037448&GENOME=hg19	file660
>HGNC=32871&HUGO-Symbol=MIR615&HUGO-Name=microRNA_615&LOCI=[chr12:54427724-54427839:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030753&GENOME=hg19	file663
>NAME=TRNAGlnTTG&LOCI=[chr12:50211190-50211264:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA16-GlnTTG&GENOME=hg19	file662
>HGNC=10217&HUGO-Symbol=SNORD60&HUGO-Name=small_nucleolar_RNA,_C/D_box_60&LOCI=[chr16:2205014-2205116:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002736&GENOME=hg19	file669
>NAME=TRNAAlaAGC&LOCI=[chr6:28626014-28626085:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA120-AlaAGC&GENOME=hg19	file668
>HGNC=32596&HUGO-Symbol=SNORA8&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_8&LOCI=[chr11:93465517-93465675:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002920&GENOME=hg19	file408
>HGNC=33668&HUGO-Symbol=MIR216B&HUGO-Name=microRNA_216b&LOCI=[chr2:56227839-56227940:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030623&GENOME=hg19	file466
>HGNC=10037&HUGO-Symbol=RN7SK&HUGO-Name=RNA,_7SK_small_nuclear&LOCI=[chr6:52860408-52860759:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_001445&GENOME=hg19	file465
>HGNC=32618&HUGO-Symbol=SNORA28&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_28&LOCI=[chr14:103804176-103804321:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002964&GENOME=hg19	file464
>NAME=TRNAValCAC&LOCI=[chr1:17052061-17052133:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA1-ValCAC&GENOME=hg19	file463
>HGNC=32558&HUGO-Symbol=SCARNA2&HUGO-Name=small_Cajal_body-specific_RNA_2&LOCI=[chr1:109642805-109643244:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003023&GENOME=hg19	file462
>HGNC=31557&HUGO-Symbol=MIR186&HUGO-Name=microRNA_186&LOCI=[chr1:71533304-71533409:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029707&GENOME=hg19	file461
>NAME=TRNALeuCAA&LOCI=[chr1:249168054-249168159:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA58-LeuCAA&GENOME=hg19	file460
>NAME=TRNAGlnTTG&LOCI=[chr6:27763640-27763711:strand=-&chr6:26311424-26311495:strand=-&chr6:26311975-26312046:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA130-GlnTTG&GENOME=hg19	file706
>HGNC=31631&HUGO-Symbol=MIR32&HUGO-Name=microRNA_32&LOCI=[chr9:111808499-111808588:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029506&GENOME=hg19	file399
>NAME=TRNALysTTT&LOCI=[chr6:27302769-27302841:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA149-LysTTT&GENOME=hg19	file704
>HGNC=41674&HUGO-Symbol=MIR4458&HUGO-Name=microRNA_4458&LOCI=[chr5:8461028-8461122:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039663&GENOME=hg19	file705
>NAME=TRNALeuTAG&LOCI=[chr14:21093529-21093610:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA2-LeuTAG&GENOME=hg19	file702
>NAME=TRNAAlaTGC&LOCI=[chr6:28757547-28757618:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA110-AlaTGC&GENOME=hg19	file703
>HGNC=31630&HUGO-Symbol=MIR31&HUGO-Name=microRNA_31&LOCI=[chr9:21512104-21512194:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029505&GENOME=hg19	file469
>HGNC=31867&HUGO-Symbol=MIR361&HUGO-Name=microRNA_361&LOCI=[chrX:85158631-85158722:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029848&GENOME=hg19	file398
>NAME=TRNAGluCTC&LOCI=[chr3:103879524-103879595:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr3.tRNA10-GluCTC&GENOME=hg19	file781
>NAME=TRNAIleAAT&LOCI=[chr6:58149254-58149327:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA80-IleAAT&GENOME=hg19	file560
>HGNC=35283&HUGO-Symbol=MIR1290&HUGO-Name=microRNA_1290&LOCI=[chr1:19223555-19223652:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031622&GENOME=hg19	file711
>HGNC=32134&HUGO-Symbol=MIR500A&HUGO-Name=microRNA_500a&LOCI=[chrX:49773029-49773132:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030224&GENOME=hg19	file561
>NAME=TRNATrpCCA&LOCI=[chr7:99067307-99067378:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA1-TrpCCA&GENOME=hg19	file710
>NAME=TRNAAlaCGC&LOCI=[chr6:28663709-28663780:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA117-AlaCGC&GENOME=hg19	file567
>HGNC=33658&HUGO-Symbol=MIR744&HUGO-Name=microRNA_744&LOCI=[chr17:11985206-11985323:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030613&GENOME=hg19	file701
>NAME=TRNACysGCA&LOCI=[chr3:131947944-131948015:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr3.tRNA7-CysGCA&GENOME=hg19	file714
>HGNC=35319&HUGO-Symbol=MIR1254&HUGO-Name=microRNA_1254&LOCI=[chr10:70519065-70519181:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031655&GENOME=hg19	file849
>NAME=TRNAAsnGTT&LOCI=[chr1:17216172-17216245:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA7-AsnGTT&GENOME=hg19	file848
>HGNC=31590&HUGO-Symbol=MIR181A1&HUGO-Name=microRNA_181a-1&LOCI=[chr1:198828163-198828292:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029626&GENOME=hg19	file551
>NAME=TRNAAspGTC&LOCI=[chr1:161492935-161493006:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA44-AspGTC&GENOME=hg19	file845
>HGNC=32577&HUGO-Symbol=SCARNA3&HUGO-Name=small_Cajal_body-specific_RNA_3&LOCI=[chr1:175937523-175937686:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002998&GENOME=hg19	file844
