sequence	filename
>HGNC=31493&HUGO-Symbol=MIR105-2&HUGO-Name=microRNA_105-2&LOCI=[chrX:151562874-151562974:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029522&GENOME=hg19	file932
>HGNC=35366&HUGO-Symbol=MIR1255B1&HUGO-Name=microRNA_1255b-1&LOCI=[chr4:36427978-36428060:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031701&GENOME=hg19	file588
>NAME=TRNAGlyCCC&LOCI=[chr1:17053780-17053850:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA2-GlyCCC&GENOME=hg19	file333
>HGNC=38183&HUGO-Symbol=MIR3140&HUGO-Name=microRNA_3140&LOCI=[chr4:153410469-153410578:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036092&GENOME=hg19	file332
>HGNC=31788&HUGO-Symbol=MIR374A&HUGO-Name=microRNA_374a&LOCI=[chrX:73507111-73507202:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030785&GENOME=hg19	file331
>HGNC=10144&HUGO-Symbol=SNORD21&HUGO-Name=small_nucleolar_RNA,_C/D_box_21&LOCI=[chr1:93302836-93302950:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_000006&GENOME=hg19	file239
>HGNC=23134&HUGO-Symbol=RN7SL2&HUGO-Name=RNA,_7SL,_cytoplasmic_2&LOCI=[chr14:50329259-50329577:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_027260&GENOME=hg19	file337
>HGNC=10115&HUGO-Symbol=SNORA73A&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_73A&LOCI=[chr1:28833867-28834093:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002907&GENOME=hg19	file336
>HGNC=31483&HUGO-Symbol=MIRLET7F1&HUGO-Name=microRNA_let-7f-1&LOCI=[chr9:96938619-96938725:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029483&GENOME=hg19	file335
>HGNC=32832&HUGO-Symbol=MIR576&HUGO-Name=microRNA_576&LOCI=[chr4:110409844-110409961:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030302&GENOME=hg19	file334
>HGNC=32593&HUGO-Symbol=SNORA7B&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_7B&LOCI=[chr3:129116043-129116201:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002992&GENOME=hg19	file232
>NAME=TRNAAsnGTT&LOCI=[chr1:17201958-17202031:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA6-AsnGTT&GENOME=hg19	file233
>NAME=TRNACysACA&LOCI=[chr5:151988596-151988771:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr5.tRNA1-CysACA&GENOME=hg19	file339
>HGNC=35247&HUGO-Symbol=MIR320B1&HUGO-Name=microRNA_320b-1&LOCI=[chr1:117214361-117214459:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031564&GENOME=hg19	file338
>NAME=TRNACysGCA&LOCI=[chr7:149388272-149388343:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA16-CysGCA&GENOME=hg19	file236
>HGNC=32734&HUGO-Symbol=SNORD74&HUGO-Name=small_nucleolar_RNA,_C/D_box_74&LOCI=[chr1:173836802-173836893:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002579&GENOME=hg19	file237
>HGNC=38964&HUGO-Symbol=MIR3613&HUGO-Name=microRNA_3613&LOCI=[chr13:50570541-50570647:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037407&GENOME=hg19	file234
>NAME=TRNALeuCAA&LOCI=[chr6:27570348-27570454:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA141-LeuCAA&GENOME=hg19	file235
>HGNC=41599&HUGO-Symbol=MIR4488&HUGO-Name=microRNA_4488&LOCI=[chr11:61276058-61276139:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039708&GENOME=hg19	file962
>HGNC=38288&HUGO-Symbol=MIR3164&HUGO-Name=microRNA_3164&LOCI=[chr11:68850634-68850736:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036122&GENOME=hg19	file963
>HGNC=38969&HUGO-Symbol=MIR3180-5&HUGO-Name=microRNA_3180-5&LOCI=[chr16:2185968-2186140:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037467&GENOME=hg19	file709
>NAME=TRNAMetCAT&LOCI=[chr16:71460396-71460468:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA20-MetCAT&GENOME=hg19	file953
>NAME=TRNAArgTCG&LOCI=[chr6:26299905-26299977:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA3-ArgTCG&GENOME=hg19	file961
>HGNC=33189&HUGO-Symbol=SNORD3A&HUGO-Name=small_nucleolar_RNA,_C/D_box_3A&LOCI=[chr17:19091319-19091555:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_006880&GENOME=hg19	file39
>NAME=TRNATyrGTA&LOCI=[chr7:149255133-149255205:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA9-TyrGTA&GENOME=hg19	file38
>NAME=TRNAArgTCT&LOCI=[chr9:131102355-131102445:strand=-&chr11:59318767-59318852:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA3-ArgTCT&GENOME=hg19	file31
>NAME=TRNACysGCA&LOCI=[chr7:149344046-149344117:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA17-CysGCA&GENOME=hg19	file30
>HGNC=35277&HUGO-Symbol=MIR1285-1&HUGO-Name=microRNA_1285-1&LOCI=[chr7:91833319-91833422:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031616&GENOME=hg19	file33
>NAME=TRNACysGCA&LOCI=[chr15:80036997-80037069:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr15.tRNA3-CysGCA&GENOME=hg19	file32
>NAME=TRNACysGCA&LOCI=[chr7:149361915-149361986:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA14-CysGCA&GENOME=hg19	file35
>NAME=TRNAThrCGT&LOCI=[chr6:27271568-27271639:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA151-ThrCGT&GENOME=hg19	file34
>NAME=TRNAArgACG&LOCI=[chr14:23398910-23398982:strand=+&chr6:26328368-26328440:strand=+&chr6:26537726-26537798:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA6-ArgACG&GENOME=hg19	file37
>NAME=TRNASerAGA&LOCI=[chr6:27446591-27446672:strand=+&chr6:26327817-26327898:strand=+&chr8:96281885-96281966:strand=-&chr17:8129928-8130009:strand=-&chr6:27463593-27463674:strand=+&chr6:27470818-27470899:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA5-SerAGA&GENOME=hg19	file36
>NAME=TRNACysGCA&LOCI=[chr14:73429679-73429750:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA8-CysGCA&GENOME=hg19	file526
>NAME=TRNAGlyTCC&LOCI=[chr17:8124866-8124937:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA10-GlyTCC&GENOME=hg19	file527
>HGNC=10106&HUGO-Symbol=SNORA63&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_63&LOCI=[chr3:186505078-186505232:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002586&GENOME=hg19	file524
>HGNC=34355&HUGO-Symbol=SNORA80B&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_80B&LOCI=[chr2:10586830-10586985:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_028374&GENOME=hg19	file525
>HGNC=32569&HUGO-Symbol=SCARNA12&HUGO-Name=small_Cajal_body-specific_RNA_12&LOCI=[chr12:7076490-7076779:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003010&GENOME=hg19	file489
>HGNC=38918&HUGO-Symbol=MIR3935&HUGO-Name=microRNA_3935&LOCI=[chr16:56279422-56279545:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037499&GENOME=hg19	file488
>NAME=TRNAAlaAGC&LOCI=[chr6:28687481-28687552:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA68-AlaAGC&GENOME=hg19	file520
>NAME=TRNALysCTT&LOCI=[chr19:52425396-52425468:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA6-LysCTT&GENOME=hg19	file521
>HGNC=35328&HUGO-Symbol=MIR1262&HUGO-Name=microRNA_1262&LOCI=[chr1:68649191-68649303:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031664&GENOME=hg19	file485
>HGNC=41770&HUGO-Symbol=MIR1254-2&HUGO-Name=microRNA_1254-2&LOCI=[chr10:23682324-23682406:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039606&GENOME=hg19	file484
>NAME=TRNAIleAAT&LOCI=[chr6:27242990-27243063:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA153-IleAAT&GENOME=hg19	file487
>HGNC=31563&HUGO-Symbol=MIR193A&HUGO-Name=microRNA_193a&LOCI=[chr17:29887005-29887112:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029710&GENOME=hg19	file486
>NAME=TRNAMetCAT&LOCI=[chr6:26286754-26286825:strand=+&chr6:27300764-27300835:strand=-&chr1:153643726-153643797:strand=+&chr6:27870271-27870342:strand=-&chr17:80452597-80452668:strand=-&chr6:27560600-27560671:strand=-&chr6:26313352-26313423:strand=-&chr6:26330529-26330600:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA2-MetCAT&GENOME=hg19	file481
>NAME=TRNAGlyCCC&LOCI=[chr2:11691827-11691898:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA1-GlyCCC&GENOME=hg19	file480
>HGNC=31776&HUGO-Symbol=MIR339&HUGO-Name=microRNA_339&LOCI=[chr7:1062559-1062672:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029898&GENOME=hg19	file483
>HGNC=41903&HUGO-Symbol=MIR4525&HUGO-Name=microRNA_4525&LOCI=[chr17:80626099-80626193:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039751&GENOME=hg19	file482
>HGNC=10204&HUGO-Symbol=SNORD54&HUGO-Name=small_nucleolar_RNA,_C/D_box_54&LOCI=[chr8:56986388-56986470:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002437&GENOME=hg19	file550
>HGNC=34315&HUGO-Symbol=SNAR-A12&HUGO-Name=small_ILF3/NF90-associated_RNA_A12&LOCI=[chr19:48448179-48448300:strand=+&chr19:48410935-48411056:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_004437&GENOME=hg19&MERGED=[HGNC=34316]	file968
>NAME=TRNAGlnCTG&LOCI=[chr6:27515531-27515602:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA146-GlnCTG&GENOME=hg19	file249
>HGNC=38234&HUGO-Symbol=MIR3065&HUGO-Name=microRNA_3065&LOCI=[chr17:79099667-79099765:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036151&GENOME=hg19	file248
>HGNC=31569&HUGO-Symbol=MIR197&HUGO-Name=microRNA_197&LOCI=[chr1:110141505-110141599:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029583&GENOME=hg19	file247
>NAME=TRNAPheGAA&LOCI=[chr6:28775610-28775682:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA106-PheGAA&GENOME=hg19	file246
>NAME=TRNALeuTAA&LOCI=[chr11:59319228-59319310:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA4-LeuTAA&GENOME=hg19	file245
>NAME=TRNASerACT&LOCI=[chr6:27261671-27261744:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA41-SerACT&GENOME=hg19	file244
>HGNC=10227&HUGO-Symbol=RNU6-1&HUGO-Name=RNA,_U6_small_nuclear_1&LOCI=[chr3:180949515-180949641:strand=+&chr19:893474-893600:strand=+&chr2:175422684-175422810:strand=-&chr10:13259259-13259385:strand=+&chr15:68132267-68132393:strand=-&chr14:32672360-32672485:strand=-&chr14:32671241-32671366:strand=+&chr19:1021511-1021637:strand=+&chrX:140212205-140212331:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_004394&GENOME=hg19&MERGED=[HGNC=10228]	file243
>HGNC=31642&HUGO-Symbol=MIR9-2&HUGO-Name=microRNA_9-2&LOCI=[chr5:87962661-87962767:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030741&GENOME=hg19	file242
>NAME=TRNAValCAC&LOCI=[chr1:149298555-149298627:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA98-ValCAC&GENOME=hg19	file241
>NAME=TRNAMetCAT&LOCI=[chr6:26701712-26701784:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA21-MetCAT&GENOME=hg19	file240
>HGNC=41531&HUGO-Symbol=MIR4707&HUGO-Name=microRNA_4707&LOCI=[chr14:23426149-23426248:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039856&GENOME=hg19	file503
>NAME=TRNAMetCAT&LOCI=[chr6:27745664-27745735:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA61-MetCAT&GENOME=hg19	file559
>NAME=TRNAValCAC&LOCI=[chr1:17006501-17006573:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA130-ValCAC&GENOME=hg19	file558
>HGNC=31777&HUGO-Symbol=MIR340&HUGO-Name=microRNA_340&LOCI=[chr5:179442293-179442407:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029885&GENOME=hg19	file144
>HGNC=41831&HUGO-Symbol=MIR548AE2&HUGO-Name=microRNA_548ae-2&LOCI=[chr5:57825860-57825946:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039639&GENOME=hg19	file145
>NAME=TRNAValTAC&LOCI=[chr11:59318460-59318532:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA16-ValTAC&GENOME=hg19	file146
>NAME=TRNAArgTCG&LOCI=[chr17:73031208-73031280:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA19-ArgTCG&GENOME=hg19	file147
>NAME=TRNAValAAC&LOCI=[chr5:180615416-180615488:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr5.tRNA15-ValAAC&GENOME=hg19	file140
>NAME=TRNAGlnCTG&LOCI=[chr6:28909378-28909449:strand=-&chr17:8023070-8023141:strand=+&chr15:66161400-66161471:strand=-&chr6:27487308-27487379:strand=+&chr6:18836402-18836473:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA1-GlnCTG&GENOME=hg19	file141
>NAME=TRNAThrAGT&LOCI=[chr19:33667963-33668036:strand=+&chr17:8090478-8090551:strand=+&chr17:8129553-8129626:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA4-ThrAGT&GENOME=hg19	file142
>HGNC=41708&HUGO-Symbol=MIR4510&HUGO-Name=microRNA_4510&LOCI=[chr15:36219047-36219134:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039735&GENOME=hg19	file143
>HGNC=35336&HUGO-Symbol=MIR1268&HUGO-Name=microRNA_1268&LOCI=[chr15:22513219-22513290:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031672&GENOME=hg19	file791
>NAME=TRNAGluTTC&LOCI=[chr2:131094701-131094772:strand=-&chr13:41634874-41634945:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr13.tRNA5-GluTTC&GENOME=hg19	file790
>HGNC=38353&HUGO-Symbol=MIR3179-1&HUGO-Name=microRNA_3179-1&LOCI=[chr16:16394006-16394109:strand=+&chr16:18505741-18505844:strand=-&chr16:14995355-14995458:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036140&GENOME=hg19&MERGED=[HGNC=38325&HGNC=38214]	file418
>NAME=TRNAAlaTGC&LOCI=[chr11:50233879-50233950:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA18-AlaTGC&GENOME=hg19	file419
>HGNC=38192&HUGO-Symbol=MIR3160-2&HUGO-Name=microRNA_3160-2&LOCI=[chr11:46473347-46473447:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036118&GENOME=hg19	file148
>NAME=TRNAAlaCGC&LOCI=[chr2:157257281-157257352:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA13-AlaCGC&GENOME=hg19	file149
>HGNC=33688&HUGO-Symbol=MIR942&HUGO-Name=microRNA_942&LOCI=[chr1:117637255-117637360:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030640&GENOME=hg19	file797
>HGNC=31508&HUGO-Symbol=MIR126&HUGO-Name=microRNA_126&LOCI=[chr9:139565044-139565148:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029695&GENOME=hg19	file796
>NAME=TRNAAsnGTT&LOCI=[chr1:16858893-16858966:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA135-AsnGTT&GENOME=hg19	file822
>HGNC=38987&HUGO-Symbol=MIR3909&HUGO-Name=microRNA_3909&LOCI=[chr22:35731623-35731761:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037471&GENOME=hg19	file867
>HGNC=10215&HUGO-Symbol=RNU5E-1&HUGO-Name=RNA,_U5E_small_nuclear_1&LOCI=[chr1:11968201-11968339:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002754&GENOME=hg19	file935
>NAME=TRNAValCAC&LOCI=[chr1:149294666-149294736:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA99-ValCAC&GENOME=hg19	file934
>HGNC=32744&HUGO-Symbol=SNORD85&HUGO-Name=small_nucleolar_RNA,_C/D_box_85&LOCI=[chr1:31441000-31441094:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003066&GENOME=hg19	file391
>HGNC=31552&HUGO-Symbol=MIR181C&HUGO-Name=microRNA_181c&LOCI=[chr19:13985503-13985632:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029613&GENOME=hg19	file390
>HGNC=32592&HUGO-Symbol=SNORA7A&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_7A&LOCI=[chr3:12881801-12881959:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002582&GENOME=hg19	file568
>HGNC=32727&HUGO-Symbol=SNORD66&HUGO-Name=small_nucleolar_RNA,_C/D_box_66&LOCI=[chr3:184043474-184043569:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003055&GENOME=hg19	file665
>HGNC=35279&HUGO-Symbol=MIR1286&HUGO-Name=microRNA_1286&LOCI=[chr22:20236647-20236744:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031618&GENOME=hg19	file664
>HGNC=41796&HUGO-Symbol=MIR4691&HUGO-Name=microRNA_4691&LOCI=[chr11:67801354-67801458:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039840&GENOME=hg19	file667
>HGNC=32754&HUGO-Symbol=SNORD92&HUGO-Name=small_nucleolar_RNA,_C/D_box_92&LOCI=[chr2:29136518-29136626:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003074&GENOME=hg19	file569
>HGNC=35392&HUGO-Symbol=MIR1908&HUGO-Name=microRNA_1908&LOCI=[chr11:61582623-61582722:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031729&GENOME=hg19	file661
>NAME=TRNAValAAC&LOCI=[chr6:27618707-27618779:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA139-ValAAC&GENOME=hg19	file660
>HGNC=32761&HUGO-Symbol=SNORD98&HUGO-Name=small_nucleolar_RNA,_C/D_box_98&LOCI=[chr10:70514919-70515005:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003076&GENOME=hg19	file663
>NAME=TRNAMetCAT&LOCI=[chr16:87417628-87417700:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA22-MetCAT&GENOME=hg19	file662
>HGNC=35394&HUGO-Symbol=MIR1910&HUGO-Name=microRNA_1910&LOCI=[chr16:85775217-85775316:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031731&GENOME=hg19	file925
>HGNC=10097&HUGO-Symbol=SNORD4A&HUGO-Name=small_nucleolar_RNA,_C/D_box_4A&LOCI=[chr17:27049590-27049681:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_000010&GENOME=hg19	file669
>HGNC=38354&HUGO-Symbol=MIR548S&HUGO-Name=microRNA_548s&LOCI=[chr2:11907560-11907661:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036071&GENOME=hg19	file668
>HGNC=41637&HUGO-Symbol=MIR548AM&HUGO-Name=microRNA_548am&LOCI=[chrX:16645125-16645218:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039762&GENOME=hg19	file911
>HGNC=31641&HUGO-Symbol=MIR9-1&HUGO-Name=microRNA_9-1&LOCI=[chr1:156390123-156390231:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029691&GENOME=hg19	file408
>HGNC=38340&HUGO-Symbol=MIR3136&HUGO-Name=microRNA_3136&LOCI=[chr3:69098099-69098196:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036087&GENOME=hg19	file466
>HGNC=32764&HUGO-Symbol=SNORD101&HUGO-Name=small_nucleolar_RNA,_C/D_box_101&LOCI=[chr6:133136436-133136528:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002434&GENOME=hg19	file465
>HGNC=33137&HUGO-Symbol=MIR454&HUGO-Name=microRNA_454&LOCI=[chr17:57215109-57215243:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030411&GENOME=hg19	file464
>NAME=TRNALysCTT&LOCI=[chr16:3241501-3241573:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA10-LysCTT&GENOME=hg19	file463
>NAME=TRNAIleAAT&LOCI=[chr6:27655967-27656040:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA59-IleAAT&GENOME=hg19	file462
>HGNC=31597&HUGO-Symbol=MIR219-1&HUGO-Name=microRNA_219-1&LOCI=[chr6:33175602-33175731:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029633&GENOME=hg19	file461
>HGNC=31549&HUGO-Symbol=MIR181A2&HUGO-Name=microRNA_181a-2&LOCI=[chr9:127454711-127454840:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029611&GENOME=hg19	file460
>NAME=TRNALeuTAA&LOCI=[chr4:156384978-156385052:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr4.tRNA2-LeuTAA&GENOME=hg19	file706
>HGNC=33643&HUGO-Symbol=MIR874&HUGO-Name=microRNA_874&LOCI=[chr5:136983251-136983348:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030588&GENOME=hg19	file399
>HGNC=41686&HUGO-Symbol=MIR378F&HUGO-Name=microRNA_378f&LOCI=[chr1:24255550-24255647:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039615&GENOME=hg19	file704
>HGNC=38985&HUGO-Symbol=MIR3660&HUGO-Name=microRNA_3660&LOCI=[chr5:89312428-89312547:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037433&GENOME=hg19	file705
>NAME=TRNAGlnCTG&LOCI=[chr12:74851182-74851254:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA3-GlnCTG&GENOME=hg19	file702
